Year,Geo Code,Jurisdictions,Zipcode,Tot_Sales,MedianValue,MeanValue,Sales_insidePFA,MedVal_inPFA,MeanValue_inPFA,Sales_OutPFA,MedVal_OutPFA,MeanVal_OutPFA,Zip Code (Geocoded)
2012,,Frederick,21755,29,$297950.00,$296832.00,16,$295500.00,$281517.00,13,$299950.00,$315681.00,"Maryland 21755
(39.36626880400047, -77.55229678999967)"
2012,,Queen Anne's,21658,39,$352750.00,$492195.00,8,$242500.00,$293600.00,31,$383750.00,$543445.00,"Maryland 21658
(38.95119911800049, -76.14710897599963)"
2012,,Queen Anne's,21668,7,$215650.00,$211186.00,3,$999.00,$999.00,4,$999.00,$999.00,"Maryland 21668
(39.18686787100046, -75.85875703099964)"
2012,,Worcester,21851,26,$122000.00,$134577.00,22,$108000.00,$123250.00,4,$999.00,$999.00,"Maryland 21851
(38.06797681500046, -75.55243848799967)"
2012,,Somerset,21824,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 21824
(37.99308630000047, -76.03474713399964)"
2012,,Baltimore,21133,136,$196500.00,$200664.00,127,$194950.00,$194585.00,9,$255000.00,$286444.00,"Maryland 21133
(39.37310784200048, -76.80095843799967)"
2012,,Baltimore,21204,154,$353400.00,$387674.00,154,$353400.00,$387674.00,,,,"Maryland 21204
(39.40202819900048, -76.61713863499966)"
2012,,Cecil,21904,49,$264801.00,$264484.00,8,$198500.00,$272129.00,41,$272982.00,$262993.00,"Maryland 21904
(39.6256786670005, -76.08444965099966)"
2012,,Cecil,21903,45,$187500.00,$214215.00,42,$185000.00,$209695.00,3,$999.00,$999.00,"Maryland 21903
(39.56737738300046, -76.05853603799966)"
2012,,Frederick,21754,55,$505000.00,$512123.00,13,$535000.00,$519292.00,42,$502500.00,$509904.00,"Maryland 21754
(39.333868098000494, -77.30524846699967)"
2012,,Anne Arundel,20765,2,$999.00,$999.00,2,$999.00,$999.00,,,,"Maryland 20765
(38.84491593900049, -76.54557639499967)"
2012,,Garrett,21523,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 21523
(39.477318454000454, -79.07466940099965)"
2012,,Baltimore,21286,256,$236000.00,$275197.00,256,$236000.00,$275197.00,,,,"Maryland 21286
(39.39892586500048, -76.58452936899965)"
2012,,Prince George's,20607,116,$345909.00,$327973.00,49,$332000.00,$319301.00,67,$349608.00,$334315.00,"Maryland 20607
(38.668556511000475, -77.01530624999964)"
2012,,Frederick,21771,97,$356250.00,$356219.00,29,$250250.00,$303552.00,68,$376165.00,$378680.00,"Maryland 21771
(39.383435920000466, -77.15170900699968)"
2012,,Washington,21767,6,$151000.00,$164833.00,6,$151000.00,$164833.00,,,,"Maryland 21767
(39.69901801500049, -77.74639687499968)"
2012,,Montgomery,20852,515,$405000.00,$486019.00,515,$405000.00,$486019.00,,,,"Maryland 20852
(39.04876621700049, -77.11997743299963)"
2012,,Frederick,21780,15,$233500.00,$237493.00,3,$999.00,$999.00,12,$267000.00,$264375.00,"Maryland 21780
(39.67629798100046, -77.47134933699965)"
2012,,St. Mary's,20659,166,$297750.00,$316623.00,20,$380394.00,$355331.00,146,$281000.00,$311321.00,"Maryland 20659
(38.42874696700045, -76.72777985599964)"
2012,,St. Mary's,20674,12,$233950.00,$273435.00,9,$175000.00,$281491.00,3,$999.00,$999.00,"Maryland 20674
(38.13472913400045, -76.49702964899967)"
2012,,Montgomery,20833,66,$463250.00,$500997.00,48,$446000.00,$463138.00,18,$628650.00,$601956.00,"Maryland 20833
(39.18758914300048, -77.05667939199964)"
2012,,Montgomery,20902,439,$312995.00,$313717.00,439,$312995.00,$313717.00,,,,"Maryland 20902
(39.039928476000455, -77.04644690399965)"
2012,,Carroll,21787,86,$216000.00,$213194.00,75,$208000.00,$207272.00,11,$248000.00,$253573.00,"Maryland 21787
(39.66413631000046, -77.16873708399964)"
2012,,Baltimore City,21210,103,$376000.00,$418147.00,103,$376000.00,$418147.00,,,,"Maryland 21210
(39.34949708300047, -76.63191599899966)"
2012,,Prince George's,20601,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 20601
(38.62723985300045, -76.87430647599967)"
2012,,Wicomico,21837,14,$134000.00,$143316.00,5,$101250.00,$121100.00,9,$147500.00,$155658.00,"Maryland 21837
(38.46832996700044, -75.74963656299963)"
2012,,Howard,20794,81,$299900.00,$317970.00,81,$299900.00,$317970.00,,,,"Maryland 20794
(39.149748489000444, -76.79215980199967)"
2012,,Prince George's,20770,66,$135000.00,$151637.00,66,$135000.00,$151637.00,,,,"Maryland 20770
(38.9995981350005, -76.88794979299968)"
2012,,Montgomery,20777,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 20777
(39.176148743000454, -76.96791961899964)"
2012,,Anne Arundel,21060,356,$239632.00,$247411.00,350,$237798.00,$246232.00,6,$369950.00,$316198.00,"Maryland 21060
(39.16437812300046, -76.59467930199963)"
2012,,Howard,20763,12,$244995.00,$258991.00,12,$244995.00,$258991.00,,,,"Maryland 20763
(39.137208803000476, -76.82154941899967)"
2012,,Talbot,21679,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21679
(38.9175470510005, -76.07832753899964)"
2012,,Baltimore City,21216,120,$24848.00,$44676.00,120,$24848.00,$44676.00,,,,"Maryland 21216
(39.31157821900047, -76.67243752099967)"
2012,,Prince George's,20721,260,$298352.00,$324761.00,229,$294418.00,$294965.00,31,$507500.00,$544867.00,"Maryland 20721
(38.91835956700049, -76.79545766099966)"
2012,,Caroline,21660,14,$154950.00,$166236.00,8,$142500.00,$143812.00,6,$244650.00,$196133.00,"Maryland 21660
(38.95167706900048, -75.88070799799965)"
2012,,Kent,21610,3,$999.00,$999.00,3,$999.00,$999.00,,,,"Maryland 21610
(39.367107389000466, -76.06577916299966)"
2012,,Montgomery,20877,201,$276750.00,$262776.00,201,$276750.00,$262776.00,,,,"Maryland 20877
(39.140867298000444, -77.19068805199964)"
2012,,Prince George's,20623,22,$245500.00,$265436.00,22,$245500.00,$265436.00,,,,"Maryland 20623
(38.743668621000495, -76.83045668099965)"
2012,,Calvert,20732,102,$316500.00,$345662.00,90,$300000.00,$332050.00,12,$385000.00,$447750.00,"Maryland 20732
(38.67024671700045, -76.53937607199964)"
2012,,Baltimore City,21239,50,$135000.00,$129641.00,50,$135000.00,$129641.00,,,,"Maryland 21239
(39.3635662100005, -76.58806620399963)"
2012,,Washington,21733,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21733
(39.54832887900045, -77.75736801399967)"
2012,,Harford,21001,193,$216450.00,$232719.00,182,$216450.00,$229276.00,11,$214000.00,$289687.00,"Maryland 21001
(39.51246954800047, -76.18356791699966)"
2012,,Howard,20723,363,$405000.00,$396147.00,362,$405086.00,$396308.00,1,$999.00,$999.00,"Maryland 20723
(39.12728915600047, -76.85436724599964)"
2012,,Prince George's,20608,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 20608
(38.58755691800047, -76.71360644799967)"
2012,,Montgomery,20879,242,$245250.00,$262790.00,230,$240000.00,$242692.00,12,$660000.00,$648000.00,"Maryland 20879
(39.166876501000445, -77.18454855899967)"
2012,,Baltimore,21209,203,$275064.00,$316012.00,203,$275064.00,$316012.00,,,,"Maryland 21209
(39.37416802300049, -76.66965671699967)"
2012,,Howard,21075,353,$300000.00,$326005.00,353,$300000.00,$326005.00,,,,"Maryland 21075
(39.19726981500048, -76.75565741099967)"
2012,,Baltimore,21227,239,$179950.00,$178843.00,239,$179950.00,$178843.00,,,,"Maryland 21227
(39.24421759900048, -76.67522701499968)"
2012,,Washington,21740,312,$166900.00,$180765.00,243,$153500.00,$160624.00,69,$254995.00,$251697.00,"Maryland 21740
(39.63407756300046, -77.73109810999966)"
2012,,St. Mary's,20634,71,$261290.00,$251215.00,60,$254678.00,$243677.00,11,$287450.00,$292332.00,"Maryland 20634
(38.26434933900049, -76.49573918199962)"
2012,,Wicomico,21801,171,$168500.00,$189860.00,151,$169950.00,$185552.00,20,$145000.00,$222385.00,"Maryland 21801
(38.369116112000484, -75.61815669599963)"
2012,,Baltimore City,21234,42,$158950.00,$158391.00,42,$158950.00,$158391.00,,,,"Maryland 21234
(39.38873682700046, -76.54108800399968)"
2012,,Anne Arundel,21054,130,$335000.00,$417961.00,74,$293658.00,$317893.00,56,$551468.00,$550192.00,"Maryland 21054
(39.038538073000495, -76.67840755899965)"
2012,,Garrett,21561,66,$376500.00,$447407.00,1,$999.00,$999.00,65,$376500.00,$453367.00,"Maryland 21561
(39.490127531000496, -79.24751806499967)"
2012,,Allegany,21532,55,$110000.00,$115640.00,49,$110000.00,$116004.00,6,$115000.00,$112667.00,"Maryland 21532
(39.65320862200048, -78.93449952399965)"
2012,,Frederick,21769,106,$328500.00,$351253.00,73,$320000.00,$341517.00,33,$323500.00,$372791.00,"Maryland 21769
(39.44298856600045, -77.54849925499963)"
2012,,Baltimore,21212,155,$305000.00,$409061.00,155,$305000.00,$409061.00,,,,"Maryland 21212
(39.364309206000485, -76.60998675699966)"
2012,,Caroline,21632,7,$102000.00,$122271.00,3,$999.00,$999.00,4,$999.00,$999.00,"Maryland 21632
(38.715369600000486, -75.77479848899964)"
2012,,Baltimore,21153,8,$642000.00,$714875.00,,,,8,$642000.00,$714875.00,"Maryland 21153
(39.41614946600049, -76.71292862699966)"
2012,,Howard,21784,18,$565000.00,$551056.00,,,,18,$565000.00,$551056.00,"Maryland 21784
(39.39994694100045, -76.96244925699966)"
2012,,Frederick,21710,41,$382500.00,$364378.00,36,$385402.00,$366433.00,5,$285000.00,$349580.00,"Maryland 21710
(39.30562990700048, -77.44591801999968)"
2012,,Montgomery,21771,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21771
(39.383435920000466, -77.15170900699968)"
2012,,Prince George's,20745,145,$227450.00,$288818.00,145,$227450.00,$288818.00,,,,"Maryland 20745
(38.80983870900047, -76.99032681299963)"
2012,,Prince George's,20735,330,$224875.00,$254653.00,310,$219250.00,$247722.00,20,$397028.00,$362077.00,"Maryland 20735
(38.75721634700045, -76.89952923299967)"
2012,,Frederick,21788,78,$208250.00,$226783.00,50,$200000.00,$202018.00,28,$273500.00,$271007.00,"Maryland 21788
(39.60590889200046, -77.40582665399967)"
2012,,Charles,20658,5,$172500.00,$199680.00,,,,5,$172500.00,$199680.00,"Maryland 20658
(38.56230809000044, -77.15880874699963)"
2012,,Wicomico,21865,3,$999.00,$999.00,1,$999.00,$999.00,2,$999.00,$999.00,"Maryland 21865
(38.30314589200049, -75.84441851299965)"
2012,,Baltimore,21221,309,$145000.00,$160806.00,299,$144000.00,$157243.00,10,$241500.00,$267333.00,"Maryland 21221
(39.303748520000454, -76.45228912699963)"
2012,,Queen Anne's,21623,18,$240000.00,$228970.00,5,$191000.00,$211400.00,13,$240000.00,$235728.00,"Maryland 21623
(39.127867042000446, -75.96203781099968)"
2012,,Anne Arundel,21144,337,$340000.00,$344651.00,276,$335250.00,$337762.00,61,$370000.00,$375820.00,"Maryland 21144
(39.126259390000484, -76.69088641399964)"
2012,,Anne Arundel,21032,103,$436248.00,$500704.00,,,,103,$436248.00,$500704.00,"Maryland 21032
(39.04217918800049, -76.59593935399965)"
2012,,Caroline,21655,22,$153750.00,$164182.00,5,$70000.00,$105400.00,17,$153750.00,$181471.00,"Maryland 21655
(38.743238465000445, -75.92146849599965)"
2012,,Calvert,20629,6,$320000.00,$351792.00,3,$999.00,$999.00,3,$999.00,$999.00,"Maryland 20629
(38.34157746700049, -76.45525676599965)"
2012,,Allegany,21539,8,$66500.00,$65962.00,7,$60750.00,$66386.00,1,$999.00,$999.00,"Maryland 21539
(39.59231771500049, -79.01060663999965)"
2012,,Anne Arundel,21113,410,$275013.00,$291989.00,408,$275001.00,$290951.00,2,$999.00,$999.00,"Maryland 21113
(39.07779954300048, -76.70878783599966)"
2012,,Anne Arundel,21401,514,$356000.00,$402049.00,441,$345000.00,$375786.00,73,$520750.00,$560710.00,"Maryland 21401
(38.9832956730005, -76.52939993899963)"
2012,,Baltimore City,21222,20,$75500.00,$84770.00,20,$75500.00,$84770.00,,,,"Maryland 21222
(39.26548640100049, -76.50503749399968)"
2012,,Montgomery,20832,262,$407450.00,$431746.00,236,$399500.00,$402002.00,26,$729050.00,$701735.00,"Maryland 20832
(39.15279868300047, -77.07121777999964)"
2012,,Baltimore,21071,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 21071
(39.4734991950005, -76.81514922699967)"
2012,,Frederick,21773,26,$310000.00,$293214.00,21,$317450.00,$305538.00,5,$220000.00,$241450.00,"Maryland 21773
(39.53145722200048, -77.55382623199966)"
2012,,Calvert,20689,12,$532559.00,$514789.00,,,,12,$532559.00,$514789.00,"Maryland 20689
(38.66438965000049, -76.58577638599968)"
2012,,Montgomery,20841,74,$555000.00,$500164.00,64,$555750.00,$515232.00,10,$286250.00,$403730.00,"Maryland 20841
(39.188358209000455, -77.32613925299967)"
2012,,Talbot,21676,6,$447500.00,$456333.00,1,$999.00,$999.00,5,$323750.00,$416000.00,"Maryland 21676
(38.794778920000454, -76.30627956199965)"
2012,,Prince George's,20706,208,$189950.00,$189833.00,208,$189950.00,$189833.00,,,,"Maryland 20706
(38.96493802600048, -76.84881867399963)"
2012,,Montgomery,20707,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 20707
(39.09811678900047, -76.86857975899966)"
2012,,Baltimore,21236,379,$196250.00,$200618.00,379,$196250.00,$200618.00,,,,"Maryland 21236
(39.3892669170005, -76.48624968999968)"
2012,,St. Mary's,20620,4,$999.00,$999.00,2,$999.00,$999.00,2,$999.00,$999.00,"Maryland 20620
(38.234307971000476, -76.52206991499963)"
2012,,Baltimore City,21223,192,$20700.00,$36711.00,192,$20700.00,$36711.00,,,,"Maryland 21223
(39.2868985880005, -76.64629796699967)"
2012,,St. Mary's,20618,7,$137500.00,$140129.00,,,,7,$137500.00,$140129.00,"Maryland 20618
(38.27923967200047, -76.79036965999967)"
2012,,Baltimore City,21212,117,$283500.00,$342668.00,117,$283500.00,$342668.00,,,,"Maryland 21212
(39.364309206000485, -76.60998675699966)"
2012,,Frederick,21758,24,$229900.00,$255754.00,17,$227450.00,$255887.00,7,$220000.00,$255429.00,"Maryland 21758
(39.341676073000485, -77.65756758299966)"
2012,,Anne Arundel,20778,15,$362000.00,$375887.00,5,$234500.00,$325380.00,10,$367500.00,$401140.00,"Maryland 20778
(38.83606950800049, -76.57418825599967)"
2012,,Prince George's,20783,138,$165000.00,$164055.00,138,$165000.00,$164055.00,,,,"Maryland 20783
(38.989117982000494, -76.97670956599967)"
2012,,Baltimore,21244,129,$178250.00,$201590.00,126,$178000.00,$197620.00,3,$999.00,$999.00,"Maryland 21244
(39.335375815000475, -76.76320902999964)"
2012,,Cecil,21912,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21912
(39.43210867200048, -75.80012987099963)"
2012,,Baltimore,21013,28,$372000.00,$426654.00,,,,28,$372000.00,$426654.00,"Maryland 21013
(39.5111964620005, -76.50077938799967)"
2012,,Wicomico,21874,10,$137450.00,$149140.00,5,$137450.00,$178780.00,5,$87500.00,$119500.00,"Maryland 21874
(38.39431714300048, -75.35409767699963)"
2012,,Baltimore,21152,72,$285000.00,$349924.00,36,$275000.00,$243837.00,36,$352500.00,$456011.00,"Maryland 21152
(39.53233925900048, -76.66060607099968)"
2012,,Charles,20646,179,$288170.00,$305096.00,91,$274950.00,$267427.00,88,$335445.00,$344050.00,"Maryland 20646
(38.524606478000464, -76.98236676299967)"
2012,,Anne Arundel,21076,172,$361842.00,$369986.00,164,$361842.00,$371150.00,8,$385000.00,$346125.00,"Maryland 21076
(39.160667488000456, -76.71930709499964)"
2012,,Calvert,20714,34,$284700.00,$273092.00,29,$287700.00,$281733.00,5,$217450.00,$222980.00,"Maryland 20714
(38.71009910800046, -76.53712970499964)"
2012,,Baltimore,21239,37,$212500.00,$218788.00,37,$212500.00,$218788.00,,,,"Maryland 21239
(39.3635662100005, -76.58806620399963)"
2012,,Caroline,21649,3,$999.00,$999.00,1,$999.00,$999.00,2,$999.00,$999.00,"Maryland 21649
(39.115409911000484, -75.77110957999963)"
2012,,Frederick,21703,322,$240000.00,$272430.00,288,$230000.00,$256036.00,34,$402893.00,$411302.00,"Maryland 21703
(39.38937988800046, -77.44614830499967)"
2012,,Charles,20637,56,$325168.00,$322954.00,3,$999.00,$999.00,53,$325668.00,$332046.00,"Maryland 20637
(38.526448761000495, -76.77437569399967)"
2012,,Washington,21719,7,$191625.00,$188793.00,7,$191625.00,$188793.00,,,,"Maryland 21719
(39.71198785600046, -77.49353927999965)"
2012,,Prince George's,20781,84,$206000.00,$215913.00,84,$206000.00,$215913.00,,,,"Maryland 20781
(38.94926993500047, -76.93715698099965)"
2012,,St. Mary's,20628,7,$305000.00,$471786.00,,,,7,$305000.00,$471786.00,"Maryland 20628
(38.14427945700049, -76.36341638399966)"
2012,,Worcester,21872,2,$999.00,$999.00,1,$999.00,$999.00,1,$999.00,$999.00,"Maryland 21872
(38.41013730800046, -75.29407577099965)"
2012,,Prince George's,20904,2,$999.00,$999.00,2,$999.00,$999.00,,,,"Maryland 20904
(39.066428664000455, -76.97205606499966)"
2012,,Baltimore,21082,8,$425450.00,$421338.00,,,,8,$425450.00,$421338.00,"Maryland 21082
(39.48055982800048, -76.46581947399966)"
2012,,Baltimore,21206,89,$148500.00,$146844.00,89,$148500.00,$146844.00,,,,"Maryland 21206
(39.33572776000045, -76.54174844599964)"
2012,,Carroll,21791,12,$202275.00,$212562.00,6,$197000.00,$207983.00,6,$209275.00,$217142.00,"Maryland 21791
(39.55165715300046, -77.18372735299965)"
2012,,Garrett,21532,3,$999.00,$999.00,2,$999.00,$999.00,1,$999.00,$999.00,"Maryland 21532
(39.65320862200048, -78.93449952399965)"
2012,,Queen Anne's,21657,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21657
(38.95294581000047, -75.97842717199967)"
2012,,Baltimore,21053,24,$347000.00,$336581.00,,,,24,$347000.00,$336581.00,"Maryland 21053
(39.69444706900049, -76.70782759099967)"
2012,,Montgomery,20866,140,$258700.00,$284526.00,129,$247500.00,$270317.00,11,$321500.00,$451166.00,"Maryland 20866
(39.10061951300048, -76.93359842199965)"
2012,,Montgomery,20838,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 20838
(39.22348757800046, -77.37442964499968)"
2012,,St. Mary's,20624,4,$999.00,$999.00,,,,4,$999.00,$999.00,"Maryland 20624
(38.33082792200048, -76.73627868699964)"
2012,,Carroll,21757,3,$999.00,$999.00,1,$999.00,$999.00,2,$999.00,$999.00,"Maryland 21757
(39.589076341000464, -77.26024724499968)"
2012,,Harford,21160,15,$202500.00,$217753.00,4,$999.00,$999.00,11,$221500.00,$239845.00,"Maryland 21160
(39.706526184000495, -76.33195854499968)"
2012,,Charles,20640,33,$215000.00,$217595.00,10,$142500.00,$165540.00,23,$238450.00,$240228.00,"Maryland 20640
(38.57749823000046, -77.14472658399967)"
2012,,Talbot,21662,10,$890000.00,$865200.00,3,$999.00,$999.00,7,$925500.00,$1035143.00,"Maryland 21662
(38.71660792600045, -76.19154969199963)"
2012,,Harford,21084,43,$385000.00,$396902.00,,,,43,$385000.00,$396902.00,"Maryland 21084
(39.613677762000464, -76.47504826599965)"
2012,,Cecil,21921,273,$225000.00,$246217.00,151,$185000.00,$204276.00,122,$285562.00,$298127.00,"Maryland 21921
(39.624987811000494, -75.84664749999968)"
2012,,Anne Arundel,20743,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 20743
(38.883325787000445, -76.90317903799968)"
2012,,Somerset,21853,23,$142500.00,$156896.00,17,$142500.00,$152182.00,6,$158500.00,$170250.00,"Maryland 21853
(38.20676932600048, -75.70994928199963)"
2012,,Baltimore,21155,14,$234500.00,$243429.00,,,,14,$234500.00,$243429.00,"Maryland 21155
(39.56854619000046, -76.81347639999967)"
2012,,Harford,21009,322,$230000.00,$239072.00,322,$230000.00,$239072.00,,,,"Maryland 21009
(39.471839402000455, -76.30175641099964)"
2012,,Harford,21161,16,$362450.00,$350669.00,1,$999.00,$999.00,15,$362450.00,$363293.00,"Maryland 21161
(39.659056999000484, -76.57396666099964)"
2012,,Baltimore,21030,158,$317500.00,$388242.00,115,$263400.00,$277956.00,43,$590000.00,$683194.00,"Maryland 21030
(39.4759367420005, -76.63450996799963)"
2012,,Talbot,21652,6,$286500.00,$386583.00,6,$286500.00,$386583.00,,,,"Maryland 21652
(38.76876971700045, -76.27073741699968)"
2012,,Talbot,21673,25,$192000.00,$342213.00,14,$161500.00,$153071.00,11,$343667.00,$582939.00,"Maryland 21673
(38.659705734000454, -76.05198811499963)"
2012,,Garrett,21522,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21522
(39.59935662300046, -79.21325769699968)"
2012,,Harford,21111,9,$327500.00,$342222.00,,,,9,$327500.00,$342222.00,"Maryland 21111
(39.57051882200045, -76.59309771999966)"
2012,,Allegany,21562,13,$76000.00,$84808.00,13,$76000.00,$84808.00,,,,"Maryland 21562
(39.484418193000465, -79.03301817799968)"
2012,,Carroll,21104,25,$373875.00,$398926.00,22,$364125.00,$378916.00,3,$999.00,$999.00,"Maryland 21104
(39.34385726500045, -76.91987689399963)"
2012,,Baltimore,21057,30,$392000.00,$389467.00,,,,30,$392000.00,$389467.00,"Maryland 21057
(39.454098745000465, -76.51811595999965)"
2012,,Caroline,21640,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21640
(39.071316795000484, -75.81782707899964)"
2012,,Howard,21738,38,$600000.00,$635338.00,,,,38,$600000.00,$635338.00,"Maryland 21738
(39.27903847300047, -77.02244943899967)"
2012,,St. Mary's,20626,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 20626
(38.228789813000446, -76.75957660599965)"
2012,,Dorchester,21869,7,$97500.00,$94557.00,6,$105000.00,$95317.00,1,$999.00,$999.00,"Maryland 21869
(38.466717970000445, -75.88607842599964)"
2012,,Howard,20759,138,$513580.00,$533989.00,118,$513580.00,$521157.00,20,$513500.00,$609695.00,"Maryland 20759
(39.15038720500047, -76.91764790599967)"
2012,,Baltimore,21051,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21051
(39.46955827500045, -76.44891740199967)"
2012,,Garrett,21531,17,$109000.00,$127541.00,3,$999.00,$999.00,14,$133375.00,$137571.00,"Maryland 21531
(39.65566789400049, -79.42304759699965)"
2012,,Baltimore,21128,167,$275000.00,$319763.00,167,$275000.00,$319763.00,,,,"Maryland 21128
(39.40122871800048, -76.44936928299967)"
2012,,Montgomery,20815,301,$825000.00,$986019.00,301,$825000.00,$986019.00,,,,"Maryland 20815
(38.977946972000495, -77.08250610499965)"
2012,,Dorchester,21675,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21675
(38.28333701300045, -76.08560976799964)"
2012,,Wicomico,21804,224,$130000.00,$142390.00,206,$132500.00,$142901.00,18,$119000.00,$136539.00,"Maryland 21804
(38.356146270000465, -75.57117849599967)"
2012,,Charles,20695,148,$305000.00,$296265.00,99,$319995.00,$312189.00,49,$266500.00,$264092.00,"Maryland 20695
(38.59260581400048, -76.97795658199965)"
2012,,Anne Arundel,20751,31,$257500.00,$304606.00,29,$253000.00,$295786.00,2,$999.00,$999.00,"Maryland 20751
(38.783599221000486, -76.55250667899963)"
2012,,Prince George's,20784,218,$141000.00,$139658.00,218,$141000.00,$139658.00,,,,"Maryland 20784
(38.95038660200049, -76.89084791299967)"
2012,,Kent,21645,8,$420000.00,$453955.00,2,$999.00,$999.00,6,$427500.00,$525000.00,"Maryland 21645
(39.32440902000047, -75.96317620299965)"
2012,,Anne Arundel,21403,383,$367000.00,$430452.00,368,$359000.00,$416446.00,15,$538000.00,$774067.00,"Maryland 21403
(38.957047495000495, -76.48957796399964)"
2012,,Baltimore,21207,206,$159000.00,$175957.00,206,$159000.00,$175957.00,,,,"Maryland 21207
(39.324526336000474, -76.71670878199967)"
2012,,Calvert,20657,120,$232850.00,$279256.00,99,$225975.00,$258813.00,21,$310450.00,$375629.00,"Maryland 20657
(38.36708699400049, -76.42942570799966)"
