Year,Geo Code,Jurisdictions,Zipcode,Tot_Sales,MedianValue,MeanValue,Sales_insidePFA,MedVal_inPFA,MeanValue_inPFA,Sales_OutPFA,MedVal_OutPFA,MeanVal_OutPFA,Zip Code (Geocoded)
2012,,Talbot,21625,6,$216000.00,$262833.00,1,$999.00,$999.00,5,$216000.00,$307400.00,"Maryland 21625
(38.87072961700045, -75.99994798399968)"
2012,,Calvert,20688,12,$232500.00,$275917.00,12,$232500.00,$275917.00,,,,"Maryland 20688
(38.34111689600047, -76.46349924099968)"
2012,,Montgomery,20868,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 20868
(39.12336996100049, -76.95876903799967)"
2012,,Montgomery,20860,9,$552250.00,$625222.00,3,$999.00,$999.00,6,$875000.00,$778333.00,"Maryland 20860
(39.14759771200045, -77.02962738799965)"
2012,,Baltimore,21104,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21104
(39.34385726500045, -76.91987689399963)"
2012,,Baltimore,21074,7,$280000.00,$338571.00,,,,7,$280000.00,$338571.00,"Maryland 21074
(39.61344747600049, -76.85100855599967)"
2012,,Dorchester,21613,68,$181770.00,$224991.00,55,$165000.00,$198532.00,13,$240750.00,$336935.00,"Maryland 21613
(38.56216905100047, -76.08838622699966)"
2012,,Montgomery,20850,451,$520000.00,$515656.00,438,$512250.00,$505264.00,13,$892500.00,$865769.00,"Maryland 20850
(39.09518825600048, -77.17318636999966)"
2012,,Montgomery,20851,81,$289000.00,$293128.00,81,$289000.00,$293128.00,,,,"Maryland 20851
(39.07631789600049, -77.12096809299965)"
2012,,Carroll,21074,113,$234950.00,$255569.00,76,$222000.00,$236936.00,37,$282750.00,$293843.00,"Maryland 21074
(39.61344747600049, -76.85100855599967)"
2012,,Baltimore,21224,88,$82000.00,$92461.00,88,$82000.00,$92461.00,,,,"Maryland 21224
(39.28492595600045, -76.55678650999965)"
2012,,Talbot,21671,16,$308500.00,$294850.00,15,$308500.00,$306173.00,1,$999.00,$999.00,"Maryland 21671
(38.705788862000475, -76.33613843999967)"
2012,,Baltimore City,21207,48,$147500.00,$146166.00,48,$147500.00,$146166.00,,,,"Maryland 21207
(39.324526336000474, -76.71670878199967)"
2012,,Montgomery,20817,478,$749450.00,$853751.00,463,$735000.00,$835909.00,15,$1113500.00,$1404467.00,"Maryland 20817
(39.002717849000476, -77.13874785599967)"
2012,,Howard,21029,143,$660000.00,$690190.00,81,$647400.00,$612177.00,62,$760000.00,$792111.00,"Maryland 21029
(39.2025794110005, -76.94147591599966)"
2012,,Harford,21015,345,$259950.00,$319442.00,316,$250500.00,$314312.00,29,$312792.00,$375339.00,"Maryland 21015
(39.530918442000484, -76.31172819899967)"
2012,,Prince George's,20743,310,$135950.00,$138319.00,310,$135950.00,$138319.00,,,,"Maryland 20743
(38.883325787000445, -76.90317903799968)"
2012,,Charles,20677,25,$422380.00,$406776.00,,,,25,$422380.00,$406776.00,"Maryland 20677
(38.50555797400045, -77.03792634899963)"
2012,,Montgomery,20853,292,$360000.00,$394468.00,266,$350000.00,$371199.00,26,$637500.00,$632527.00,"Maryland 20853
(39.093337283000494, -77.09399864499966)"
2012,,Howard,21104,64,$530568.00,$511367.00,35,$455460.00,$453037.00,29,$630596.00,$581765.00,"Maryland 21104
(39.34385726500045, -76.91987689399963)"
2012,,Dorchester,21659,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21659
(38.57393967100046, -75.79876988499967)"
2012,,Calvert,20736,62,$434250.00,$433009.00,2,$999.00,$999.00,60,$434250.00,$433759.00,"Maryland 20736
(38.696638281000446, -76.62067981499968)"
2012,,Howard,21044,388,$365000.00,$371829.00,388,$365000.00,$371829.00,,,,"Maryland 21044
(39.214619421000464, -76.87436730599967)"
2012,,Kent,21651,2,$999.00,$999.00,1,$999.00,$999.00,1,$999.00,$999.00,"Maryland 21651
(39.250848078000445, -75.86224606999963)"
2012,,Washington,21713,34,$233500.00,$268379.00,17,$183700.00,$199571.00,17,$314000.00,$337188.00,"Maryland 21713
(39.520386149000444, -77.66602730899967)"
2012,,Anne Arundel,21108,167,$399812.00,$408669.00,120,$388357.00,$403829.00,47,$416000.00,$421026.00,"Maryland 21108
(39.10042833200049, -76.62169654699966)"
2012,,Howard,20777,36,$797500.00,$819921.00,,,,36,$797500.00,$819921.00,"Maryland 20777
(39.176148743000454, -76.96791961899964)"
2012,,Somerset,21821,7,$192500.00,$228757.00,5,$154450.00,$194780.00,2,$999.00,$999.00,"Maryland 21821
(38.17319981300045, -75.93562886799964)"
2012,,Montgomery,20814,308,$652500.00,$710894.00,308,$652500.00,$710894.00,,,,"Maryland 20814
(38.992528811000454, -77.09917789099967)"
2012,,Charles,20645,13,$345000.00,$355315.00,13,$345000.00,$355315.00,,,,"Maryland 20645
(38.304297320000444, -76.91830834699965)"
2012,,Howard,21036,32,$475000.00,$533239.00,,,,32,$475000.00,$533239.00,"Maryland 21036
(39.24180612100048, -76.99905592899967)"
2012,,Allegany,21555,15,$74000.00,$90824.00,3,$999.00,$999.00,12,$74000.00,$89500.00,"Maryland 21555
(39.57430766700048, -78.60635601899963)"
2012,,Baltimore,21228,407,$246625.00,$263231.00,407,$246625.00,$263231.00,,,,"Maryland 21228
(39.27720922600048, -76.73836863399964)"
2012,,Anne Arundel,20776,22,$500000.00,$511523.00,,,,22,$500000.00,$511523.00,"Maryland 20776
(38.866819112000485, -76.62302611799964)"
2012,,Charles,20611,7,$247450.00,$236029.00,2,$999.00,$999.00,5,$256150.00,$235260.00,"Maryland 20611
(38.46696998000044, -76.98408738599966)"
2012,,Baltimore,21219,61,$207450.00,$218626.00,61,$207450.00,$218626.00,,,,"Maryland 21219
(39.232329664000474, -76.44169600399965)"
2012,,Frederick,21702,321,$245000.00,$263267.00,284,$239900.00,$255561.00,37,$302450.00,$322416.00,"Maryland 21702
(39.444509317000495, -77.43937878699967)"
2012,,Harford,21050,175,$284950.00,$324004.00,114,$250750.00,$267935.00,61,$420000.00,$428787.00,"Maryland 21050
(39.57348646100047, -76.38543687299966)"
2012,,Harford,21017,55,$165000.00,$165111.00,55,$165000.00,$165111.00,,,,"Maryland 21017
(39.47440730000045, -76.24322918699966)"
2012,,Prince George's,20715,235,$245000.00,$251661.00,231,$245000.00,$250847.00,4,$999.00,$999.00,"Maryland 20715
(38.981236141000466, -76.74261804899965)"
2012,,Frederick,21716,70,$273145.00,$278382.00,70,$273145.00,$278382.00,,,,"Maryland 21716
(39.316396831000475, -77.62323769399967)"
2012,,Harford,21154,32,$315000.00,$316876.00,,,,32,$315000.00,$316876.00,"Maryland 21154
(39.647768675000464, -76.34853908599968)"
2012,,Baltimore City,21208,4,$999.00,$999.00,4,$999.00,$999.00,,,,"Maryland 21208
(39.37660991700045, -76.72958737799968)"
2012,,Charles,20602,272,$249700.00,$260000.00,267,$249700.00,$260388.00,5,$213700.00,$239280.00,"Maryland 20602
(38.59849764100045, -76.90249687199963)"
2012,,Baltimore,21163,11,$373700.00,$383845.00,1,$999.00,$999.00,10,$377450.00,$383480.00,"Maryland 21163
(39.326959539000484, -76.86789759299967)"
2012,,Anne Arundel,21037,266,$372500.00,$421690.00,224,$330000.00,$384756.00,42,$577500.00,$618676.00,"Maryland 21037
(38.918116246000466, -76.54171803099968)"
2012,,St. Mary's,20630,5,$414085.00,$401634.00,,,,5,$414085.00,$401634.00,"Maryland 20630
(38.17562867100048, -76.46796590699967)"
2012,,Talbot,21647,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21647
(38.8102862450005, -76.27938832299964)"
2012,,Montgomery,20855,110,$405000.00,$433732.00,86,$383500.00,$385886.00,24,$604500.00,$605183.00,"Maryland 20855
(39.129687599000476, -77.14575634999966)"
2012,,Baltimore City,21229,237,$56312.00,$80541.00,237,$56312.00,$80541.00,,,,"Maryland 21229
(39.284156890000475, -76.69356728299965)"
2012,,Allegany,21530,6,$113500.00,$105983.00,2,$999.00,$999.00,4,$999.00,$999.00,"Maryland 21530
(39.695798366000474, -78.55358592699963)"
2012,,Anne Arundel,21012,238,$351500.00,$419969.00,205,$335000.00,$373345.00,33,$549050.00,$709600.00,"Maryland 21012
(39.04720636000047, -76.49332770399963)"
2012,,St. Mary's,20650,170,$369450.00,$365097.00,71,$388196.00,$361977.00,99,$353404.00,$367334.00,"Maryland 20650
(38.27023682100048, -76.62544628599966)"
2012,,Baltimore City,21202,79,$169950.00,$204481.00,79,$169950.00,$204481.00,,,,"Maryland 21202
(39.2952670680005, -76.61013883199968)"
2012,,Baltimore,21087,43,$346250.00,$383361.00,,,,43,$346250.00,$383361.00,"Maryland 21087
(39.452226047000465, -76.41363595799965)"
2012,,Carroll,21776,31,$249000.00,$278973.00,16,$228000.00,$233469.00,15,$295000.00,$327511.00,"Maryland 21776
(39.50980606000047, -77.10196738399964)"
2012,,Frederick,21704,210,$363650.00,$387247.00,187,$358945.00,$383036.00,23,$456960.00,$421483.00,"Maryland 21704
(39.36090706700048, -77.38237665899965)"
2012,,Prince George's,20613,161,$349950.00,$344441.00,15,$146000.00,$156433.00,146,$366250.00,$363757.00,"Maryland 20613
(38.661669677000475, -76.82564675899965)"
2012,,Montgomery,20837,61,$376000.00,$419528.00,58,$376000.00,$422243.00,3,$999.00,$999.00,"Maryland 20837
(39.13429765000046, -77.40784708199965)"
2012,,Calvert,20754,38,$441000.00,$446833.00,,,,38,$441000.00,$446833.00,"Maryland 20754
(38.7365080510005, -76.65571793999965)"
2012,,Cecil,21917,10,$269400.00,$260655.00,1,$999.00,$999.00,9,$241900.00,$254061.00,"Maryland 21917
(39.67272638600048, -76.09418680899967)"
2012,,Frederick,21798,9,$277500.00,$258017.00,4,$999.00,$999.00,5,$277500.00,$292130.00,"Maryland 21798
(39.53695800000048, -77.30449678099967)"
2012,,Washington,21711,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 21711
(39.64365829900049, -78.02220913399964)"
2012,,Frederick,21727,29,$192450.00,$215650.00,24,$192450.00,$214223.00,5,$195000.00,$222500.00,"Maryland 21727
(39.69583747100046, -77.33057984899966)"
2012,,Baltimore,21117,419,$229500.00,$280377.00,356,$213700.00,$224409.00,63,$450000.00,$596638.00,"Maryland 21117
(39.41734868800046, -76.78600727499963)"
2012,,Dorchester,21648,3,$999.00,$999.00,1,$999.00,$999.00,2,$999.00,$999.00,"Maryland 21648
(38.50604895900045, -76.22557977499963)"
2012,,Talbot,21665,3,$999.00,$999.00,2,$999.00,$999.00,1,$999.00,$999.00,"Maryland 21665
(38.749369268000464, -76.32451989499964)"
2012,,Montgomery,20816,196,$794500.00,$831272.00,196,$794500.00,$831272.00,,,,"Maryland 20816
(38.95807726100048, -77.11365979399966)"
2012,,Howard,21076,20,$382950.00,$393152.00,20,$382950.00,$393152.00,,,,"Maryland 21076
(39.160667488000456, -76.71930709499964)"
2012,,Frederick,21776,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21776
(39.50980606000047, -77.10196738399964)"
2012,,Baltimore City,21209,99,$230176.00,$244313.00,99,$230176.00,$244313.00,,,,"Maryland 21209
(39.37416802300049, -76.66965671699967)"
2012,,Kent,21678,3,$999.00,$999.00,,,,3,$999.00,$999.00,"Maryland 21678
(39.30604702800048, -76.09598998599967)"
2012,,Baltimore,21210,8,$655100.00,$620962.00,8,$655100.00,$620962.00,,,,"Maryland 21210
(39.34949708300047, -76.63191599899966)"
2012,,Montgomery,20901,343,$351750.00,$362379.00,343,$351750.00,$362379.00,,,,"Maryland 20901
(39.015057664000494, -77.00921889699964)"
2012,,St. Mary's,20606,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 20606
(38.251466398000446, -76.73926804999968)"
2012,,Baltimore,21136,295,$222500.00,$282365.00,212,$200000.00,$202761.00,83,$407500.00,$485691.00,"Maryland 21136
(39.46182851000049, -76.81510577599965)"
2012,,Garrett,21536,18,$102500.00,$115694.00,6,$70000.00,$104917.00,12,$141000.00,$121083.00,"Maryland 21536
(39.67363883700045, -79.17356607099964)"
2012,,Baltimore,21093,566,$305750.00,$364221.00,538,$300000.00,$340671.00,28,$607500.00,$816714.00,"Maryland 21093
(39.442219500000476, -76.63706917599967)"
2012,,Wicomico,21814,7,$76824.00,$98976.00,5,$58890.00,$105956.00,2,$999.00,$999.00,"Maryland 21814
(38.29364771100046, -75.88474885399967)"
2012,,Baltimore,21131,80,$476000.00,$522250.00,,,,80,$476000.00,$522250.00,"Maryland 21131
(39.508267928000464, -76.56927839999963)"
2012,,Charles,20603,270,$352424.00,$324089.00,144,$321200.00,$288780.00,126,$376324.00,$364443.00,"Maryland 20603
(38.62583641700047, -76.95670950499965)"
2012,,Wicomico,21875,46,$155500.00,$160583.00,40,$146250.00,$154375.00,6,$211500.00,$201967.00,"Maryland 21875
(38.442577120000465, -75.56139788999963)"
2012,,Calvert,20639,130,$419250.00,$416297.00,1,$999.00,$999.00,129,$419250.00,$417935.00,"Maryland 20639
(38.61067669200048, -76.59910686299963)"
2012,,Prince George's,20720,282,$345540.00,$349425.00,258,$339977.00,$342272.00,24,$442878.00,$426320.00,"Maryland 20720
(38.974909813000465, -76.78786693699965)"
2012,,Charles,20607,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 20607
(38.668556511000475, -77.01530624999964)"
2012,,Anne Arundel,21140,38,$401000.00,$418775.00,36,$420475.00,$420512.00,2,$999.00,$999.00,"Maryland 21140
(38.950938418000476, -76.58418611399964)"
2012,,Allegany,21766,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21766
(39.67731905700049, -78.37049608499967)"
2012,,Washington,21795,39,$192500.00,$210376.00,27,$187000.00,$194548.00,12,$280000.00,$245989.00,"Maryland 21795
(39.592917325000485, -77.81312746999964)"
2012,,Somerset,21838,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 21838
(38.02362734400049, -75.74331892399965)"
2012,,Montgomery,20910,325,$436000.00,$432784.00,325,$436000.00,$432784.00,,,,"Maryland 20910
(38.99796875700048, -77.03249943599963)"
2012,,Montgomery,20886,390,$206500.00,$225658.00,390,$206500.00,$225658.00,,,,"Maryland 20886
(39.17486696600048, -77.19746625999966)"
2012,,Washington,21782,24,$173750.00,$187233.00,7,$141000.00,$158714.00,17,$197500.00,$198976.00,"Maryland 21782
(39.452147837000496, -77.75712903799968)"
2012,,Charles,20601,157,$249500.00,$257572.00,127,$241500.00,$240103.00,30,$314950.00,$331524.00,"Maryland 20601
(38.62723985300045, -76.87430647599967)"
2012,,Kent,21635,14,$209400.00,$272814.00,6,$165500.00,$157550.00,8,$290000.00,$359262.00,"Maryland 21635
(39.348028471000475, -75.84103809899966)"
2012,,Carroll,21157,247,$245450.00,$272367.00,136,$210000.00,$229247.00,111,$280500.00,$325198.00,"Maryland 21157
(39.55799651600046, -76.98766766899968)"
2012,,Montgomery,20812,5,$708500.00,$717900.00,5,$708500.00,$717900.00,,,,"Maryland 20812
(38.96896584500047, -77.14150693399966)"
2012,,Carroll,21155,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21155
(39.56854619000046, -76.81347639999967)"
2012,,Baltimore,21234,571,$178250.00,$191048.00,571,$178250.00,$191048.00,,,,"Maryland 21234
(39.38873682700046, -76.54108800399968)"
2012,,Anne Arundel,21114,295,$302500.00,$324721.00,294,$302500.00,$324128.00,1,$999.00,$999.00,"Maryland 21114
(39.01092990900048, -76.68531611699967)"
2012,,Washington,21779,4,$999.00,$999.00,1,$999.00,$999.00,3,$999.00,$999.00,"Maryland 21779
(39.423709776000464, -77.65842789299967)"
2012,,Cecil,21911,55,$210500.00,$230348.00,19,$177400.00,$194593.00,36,$226000.00,$249218.00,"Maryland 21911
(39.69308708200049, -76.04805588499966)"
2012,,Baltimore City,21231,216,$197500.00,$221171.00,216,$197500.00,$221171.00,,,,"Maryland 21231
(39.287298329000464, -76.59143792899965)"
2012,,Frederick,21701,394,$235250.00,$264816.00,371,$232000.00,$263364.00,23,$273975.00,$288238.00,"Maryland 21701
(39.42462657200048, -77.38923742299966)"
2012,,Charles,20613,6,$318750.00,$318506.00,,,,6,$318750.00,$318506.00,"Maryland 20613
(38.661669677000475, -76.82564675899965)"
2012,,St. Mary's,20667,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 20667
(38.22501834900049, -76.44103990799965)"
2012,,St. Mary's,20692,2,$999.00,$999.00,,,,2,$999.00,$999.00,"Maryland 20692
(38.18842905700046, -76.50305617099963)"
2012,,Worcester,21864,4,$999.00,$999.00,1,$999.00,$999.00,3,$999.00,$999.00,"Maryland 21864
(38.043566574000465, -75.41282911599967)"
2012,,Anne Arundel,21226,63,$217950.00,$235470.00,63,$217950.00,$235470.00,,,,"Maryland 21226
(39.20363959200046, -76.56269571699966)"
2012,,Baltimore City,21236,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 21236
(39.3892669170005, -76.48624968999968)"
2012,,Prince George's,20710,34,$110000.00,$115874.00,34,$110000.00,$115874.00,,,,"Maryland 20710
(38.94216585100048, -76.92339634899963)"
2012,,Anne Arundel,21225,141,$182274.00,$175578.00,141,$182274.00,$175578.00,,,,"Maryland 21225
(39.23243828900047, -76.61607845399965)"
2012,,Calvert,20676,32,$360000.00,$355358.00,10,$257450.00,$308790.00,22,$383495.00,$376525.00,"Maryland 20676
(38.488299612000446, -76.53177665799967)"
2012,,Frederick,21770,32,$337500.00,$354980.00,,,,32,$337500.00,$354980.00,"Maryland 21770
(39.34892788600047, -77.25183965899964)"
2012,,Prince George's,20744,239,$221500.00,$230803.00,223,$214500.00,$222350.00,16,$381239.00,$348624.00,"Maryland 20744
(38.75803755300046, -76.98261877399966)"
2012,,Prince George's,20785,247,$145000.00,$158945.00,247,$145000.00,$158945.00,,,,"Maryland 20785
(38.91917642700048, -76.88199713599965)"
2012,,Worcester,21813,10,$201250.00,$234250.00,,,,10,$201250.00,$234250.00,"Maryland 21813
(38.428056111000444, -75.18305653499965)"
2012,,Carroll,21136,6,$277500.00,$303417.00,,,,6,$277500.00,$303417.00,"Maryland 21136
(39.46182851000049, -76.81510577599965)"
2012,,Harford,21013,15,$417750.00,$412533.00,,,,15,$417750.00,$412533.00,"Maryland 21013
(39.5111964620005, -76.50077938799967)"
2012,,Howard,21797,47,$532500.00,$551366.00,,,,47,$532500.00,$551366.00,"Maryland 21797
(39.346698899000444, -77.06561706899964)"
2012,,Prince George's,20903,5,$100000.00,$92000.00,5,$100000.00,$92000.00,,,,"Maryland 20903
(39.010847354000475, -76.98247973299965)"
2012,,Baltimore City,21213,70,$70000.00,$78945.00,70,$70000.00,$78945.00,,,,"Maryland 21213
(39.31271661000045, -76.58253935699963)"
2012,,Baltimore City,21205,58,$24000.00,$36284.00,58,$24000.00,$36284.00,,,,"Maryland 21205
(39.30042893500047, -76.57962820299963)"
2012,,Calvert,20615,1,$999.00,$999.00,1,$999.00,$999.00,,,,"Maryland 20615
(38.419235750000496, -76.54657574699968)"
2012,,Howard,21043,528,$399842.00,$416117.00,528,$399842.00,$416117.00,,,,"Maryland 21043
(39.259559813000465, -76.80313963099968)"
2012,,Anne Arundel,21122,524,$259450.00,$300762.00,330,$230000.00,$245300.00,194,$335950.00,$395104.00,"Maryland 21122
(39.12741950700047, -76.51930649199966)"
2012,,Prince George's,20774,457,$282500.00,$302697.00,331,$235000.00,$249958.00,126,$449964.00,$441240.00,"Maryland 20774
(38.885559120000494, -76.80645921499968)"
2012,,Montgomery,20818,24,$933500.00,$979151.00,24,$933500.00,$979151.00,,,,"Maryland 20818
(38.974979333000476, -77.15997755299964)"
2012,,Talbot,21663,59,$412500.00,$567659.00,35,$371550.00,$425417.00,24,$569500.00,$775096.00,"Maryland 21663
(38.78648864900049, -76.22564929499964)"
2012,,Caroline,21639,20,$164500.00,$169140.00,9,$107500.00,$125533.00,11,$188500.00,$204818.00,"Maryland 21639
(38.96462953000048, -75.80202863899967)"
2012,,St. Mary's,20690,17,$387450.00,$389213.00,14,$387450.00,$391365.00,3,$999.00,$999.00,"Maryland 20690
(38.16198969900046, -76.53060785099967)"
2012,,Baltimore,21102,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 21102
(39.68273727900049, -76.86717632199964)"
2012,,Charles,20625,19,$262500.00,$264126.00,17,$232000.00,$248729.00,2,$999.00,$999.00,"Maryland 20625
(38.26172930000047, -76.84892729999967)"
2012,,Montgomery,20903,73,$285000.00,$299363.00,73,$285000.00,$299363.00,,,,"Maryland 20903
(39.010847354000475, -76.98247973299965)"
2012,,Harford,21078,196,$297848.00,$304705.00,175,$299008.00,$304557.00,21,$258250.00,$305936.00,"Maryland 21078
(39.551235688000475, -76.11335697299967)"
2012,,Prince George's,20737,76,$156750.00,$170086.00,76,$156750.00,$170086.00,,,,"Maryland 20737
(38.96144898600045, -76.91291619499964)"
2012,,Harford,21047,85,$325000.00,$363223.00,10,$327292.00,$338414.00,75,$322362.00,$366531.00,"Maryland 21047
(39.521476745000484, -76.42653627999965)"
2012,,Howard,21723,8,$660000.00,$568379.00,,,,8,$660000.00,$568379.00,"Maryland 21723
(39.3292363220005, -77.01348569299967)"
2012,,Montgomery,20854,511,$797000.00,$926789.00,397,$750000.00,$798117.00,114,$1297500.00,$1374882.00,"Maryland 20854
(39.03905947400045, -77.19744887999963)"
2012,,Garrett,21541,58,$317500.00,$361678.00,14,$288000.00,$289036.00,44,$328750.00,$384791.00,"Maryland 21541
(39.55623678900048, -79.35531765199966)"
2012,,Queen Anne's,21619,102,$371000.00,$407496.00,83,$345000.00,$374639.00,19,$377250.00,$551026.00,"Maryland 21619
(38.96936993100047, -76.28169986599966)"
2012,,Prince George's,20747,164,$135450.00,$136982.00,164,$135450.00,$136982.00,,,,"Maryland 20747
(38.85371891900047, -76.88926633099965)"
2012,,Anne Arundel,20764,45,$239450.00,$272403.00,38,$238750.00,$267733.00,7,$254900.00,$297757.00,"Maryland 20764
(38.836499663000495, -76.51185915299965)"
2012,,Allegany,21521,3,$999.00,$999.00,3,$999.00,$999.00,,,,"Maryland 21521
(39.538948012000446, -79.02249892099968)"
2012,,Worcester,21863,18,$130000.00,$178550.00,12,$105500.00,$108075.00,6,$206000.00,$319500.00,"Maryland 21863
(38.17869624500048, -75.38958768199967)"
2012,,Carroll,21784,371,$304630.00,$328827.00,303,$295000.00,$315593.00,68,$341450.00,$387799.00,"Maryland 21784
(39.39994694100045, -76.96244925699966)"
2012,,Frederick,21774,199,$353472.00,$354719.00,197,$353472.00,$355574.00,2,$999.00,$999.00,"Maryland 21774
(39.40745945600048, -77.29156604499963)"
2012,,Frederick,21793,73,$262500.00,$255181.00,64,$248750.00,$251889.00,9,$293000.00,$278589.00,"Maryland 21793
(39.48425742800049, -77.34543976699968)"
2012,,St. Mary's,20680,4,$999.00,$999.00,1,$999.00,$999.00,3,$999.00,$999.00,"Maryland 20680
(38.11297803700046, -76.36978616299967)"
2012,,Howard,21771,21,$418500.00,$443048.00,,,,21,$418500.00,$443048.00,"Maryland 21771
(39.383435920000466, -77.15170900699968)"
2012,,Washington,21783,32,$188250.00,$199056.00,27,$181150.00,$199292.00,5,$197450.00,$197780.00,"Maryland 21783
(39.64937632600049, -77.56873828999966)"
2012,,Harford,21087,12,$297500.00,$302250.00,,,,12,$297500.00,$302250.00,"Maryland 21087
(39.452226047000465, -76.41363595799965)"
2012,,Prince George's,20740,149,$215000.00,$215900.00,149,$215000.00,$215900.00,,,,"Maryland 20740
(38.99671739600046, -76.92870594499965)"
2012,,Baltimore City,21230,654,$215000.00,$241546.00,654,$215000.00,$241546.00,,,,"Maryland 21230
(39.2749498230005, -76.62339978799963)"
2012,,Frederick,20842,1,$999.00,$999.00,,,,1,$999.00,$999.00,"Maryland 20842
(39.21968569800049, -77.41074954499965)"
2012,,Anne Arundel,20724,152,$290000.00,$284776.00,152,$290000.00,$284776.00,,,,"Maryland 20724
(39.10085848800048, -76.80893586799965)"
2012,,Howard,21045,380,$288000.00,$297529.00,380,$288000.00,$297529.00,,,,"Maryland 21045
(39.20585989100044, -76.82756725299964)"
2012,,St. Mary's,20636,98,$357824.00,$355213.00,39,$375904.00,$364695.00,59,$307500.00,$348946.00,"Maryland 20636
(38.34497960600049, -76.56769681899965)"
2012,,Anne Arundel,20733,26,$250000.00,$265426.00,22,$237500.00,$236831.00,4,$999.00,$999.00,"Maryland 20733
(38.80280849000047, -76.52485940899965)"
